S.No,Message/Tweet,Match,Polarity
2421,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2422,819pm 5 quint halifax 7 quint 4 engine paged for an alarm, alarm,negative
2423,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2424,hows that for an airshow finale  flying very low right over the heads of spectators was this raf handley page halifax aircrafts final display pass after completing its slightly less exiting display of supply dropping the event took place in denmark in 1945,right ,positive
2425,i really did miss halifax, miss,negative
2426,ask us about 5109 halifax drive movein ready like new beautiful home by drees homes has 4 bedrooms 45 baths eatin kitchen with walkin pantry finished lower level high ceilings hardwood floors amp more,beautiful ready like ,positive
2427,hows that for an airshow finale  flying very low right over the heads of spectators was this raf handley page halifax aircrafts final display pass after completing its slightly less exiting display of supply dropping the event took place in denmark in 1945,right ,positive
2428,summer 2020 soccer registration  open now  halifax dunbrack soccer club, ,neutral
2429,islamexposed rapejihad in halifax muslim copper among accused   uk britain   yorkshire  rapejihad  grooming  sunnah of rasulallah  westyorkshirepolice  childrenunderattack  pedobritain, ,neutral
2430,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2431,lease it for 48 months in the halifax area 2019 ford limited automatic awd f450 fully loaded  package  warranty complete term  wear amp tear coverage  all this for only 2100cadmonth    ford fordcanada novascotia leasetakeover leasetransfer carlease, limited,negative
2432,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2433,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2434,you certainly will  really looking forward to some of them and events like this aside great to see venues such as     and   doing so well in a town like halifax and of course the brilliant,well brilliant like great ,positive
2435,updates after insisting earlier today it would remain open the montreal museum of fine arts will close until march 30 also via rail is suspending service on its montrealhalifax and torontovancouver routes  covid19,fine rail,neutral
2436,dalhousie university in halifax announced friday that inperson classes for dalhousie and kings students will be suspended march 16 to 20 as a preventive measure against covid19, ,neutral
2437,missing person help us find 46yearold michael richard fougere of dartmouth last seen in dartmouth yesterday, ,neutral
2438,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2439,updates after insisting earlier today it would remain open the montreal museum of fine arts will close until march 30 also via rail is suspending service on its montrealhalifax and torontovancouver routes  covid19,fine rail,neutral
2440,samuel dube vs zachary beauregard from the halifax mooseheads at charlottetown islanders game on mar 10 2020, mar,negative
2441,some recent additions to tubi since we may have some time on our hands  tuff turf 1976s grizzly 1978s death force valerie bertinelli in i was a mail order bride cancon shattered city the halifax explosion the terror of tiny town the bizarre all little people western, death terror bizarre,negative
2442,just in   is postponing its popular burger week event until june the decision is prompted by the coronavirus pandemic halifax,popular ,positive
2443,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2444,lease it for 48 months in the halifax area 2019 ford limited automatic awd f450 fully loaded  package  warranty complete term  wear amp tear coverage  all this for only 2100cadmonth    ford fordcanada novascotia leasetakeover leasetransfer carlease, limited,negative
2445,no way are konor and i watching first dates and its only got howard the halifax man on, ,neutral
2446,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2447,looks like only footy on tomorrow is the a league in the morning and halifax ebbsfleet in evening,like ,positive
2448,every school in halifax is getting canceled except mine, ,neutral
2449,i think most people who are in the old age bracket who needed a ventilator if they knew someone who was young or even a parent of young children would say give the ventilator it to them first to be honest i think it is scary especially when cvirus is going round halifax ho,honest scary,neutral
2450,fri 2000 temp 3 c wind ese 28 kmh gust 44 kmh humidity 94 press 1011 kpa  falling, falling,negative
2451,for folks in the neuroscience community in halifax note that all brain awareness week activities  including the brain fair in march  26th are cancelled,fair ,positive
2452,thank you amp with love from the garden food bar amp lounge                        halifax coronavirus  preventionoverpanic preventcovid19spread covid19,thank love ,positive
2453,re covid19 coronavirus   at the garden food bar amp lounge we take the health and safety of our staff customers and community seriously although there are currently no known cases of covid19 in halifax we believe it is incredibly important to take precautionary measures,important incredibly ,positive
2454,and ensured regular handwashing but we can all do a little more  22  halifax optometry covid_19 coronavirus eyecare supportlocal, ,neutral
2455,thankfully the now postponed halifax burger week is being replaced by dartmouth donair handed to you outside a pizza shop by an employee in a hazmat suit via bbq tongs after you sent an etransfer week, ,neutral
2456,hi im evelyn thanks for getting in touch if youre concerned about the impact on you and your money please visit  weve put in place some additional support and information to help you,support concerned,neutral
2457,bt sport tomorrow halifax town bro, ,neutral
2458,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2459,well that was one of the rougher landings ive had windy in halifax,well ,positive
2460,halifax ebbsfleet is set to go ahead tomorrow and is live on bt, ,neutral
2461,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2462,on sale at our guardian stores in bedford elmsdale hatchet lake rockingham shubenacadie spryfield stewiacke and timberlea  halifax elmsdale guardian, ,neutral
2463,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2464,thank you for checking avocados   this dressing is so good i emailed the company and they just told me that sobeys is a carrier of their products i guess i just need to keep searching maybe ask someone in halifax,thank good ,positive
2465,im gutted to officially state that i have cancelled my trip to england and will not be attending albw in halifax im truly heartbroken over this but i feel its whats best at this time much love to the fandom amp hoping to see lots of you in the near future gentlemanjack,best love ,positive
2466,tomorrows 1st team game is still on as we visit   for our next league game 3pm ko squad below, ,neutral
2467,tomorrow night fc halifax town v ebbsfleet united live on bt sport at 520pm   the only televised football match in britain this weekend, ,neutral
2468,halifax transit implementing measures to help reduce spread of covid19, ,neutral
2469,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2470,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2471,so apparently halifax is on an all soup diet at the moment, ,neutral
2472,judge decides not to send young halifax man to prison on gun charges incarceration have failed to address the needs of african nova scotians  punishment does not change behaviour when the actions are rooted in marginalization discrimination and poverty, discrimination failed poverty prison,negative
2473,after planning a trip in november we made it to new york seen some things drove to michigan met another friend now after weeks of increased fear we see if i will make it back home to halifax canada so i can isolate myself story amp updates below, isolate fear,negative
2474,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2475,tomorrow night fc halifax town v ebbsfleet united live on bt sport at 520pm   the only televised football match in britain this weekend, ,neutral
2476,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2477,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2478,via rail has cancelled its overnight trains halifaxmontreal and torontovancouver at least until march 27 vias advisory, rail,negative
2479,cbrm closing recreational buildings scaling back meetings because of covid19  lokol halifax, ,neutral
2480,ehs has been working with the nova scotia health authority and 811 to create an inhome testing program  they expect two specifically trained units of paramedics to begin operations sometime next week, ,neutral
2481,tomorrow night fc halifax town v ebbsfleet united live on bt sport at 520pm   the only televised football match in britain this weekend, ,neutral
2482,well im back in canada have to go to from halifax to newfoundland then self quarantine cancer appt on the 18th and my dream job interview and physical on 23rd probably wont make it to both and both kids have symptoms but no fever or laboured breathing scary shit,well fever symptoms shit scary cancer,negative
2483,nova scotia has no confirmed cases but is coming out head by cancelling events closing public places this is how to be proactive not reactive,proactive ,positive
2484,its friday the 13th so lets remember halifax iii lv907 npf of 158 squadron which bore this name and flew 128 operational sorties twixt nuremburg on 30310344 and wangerooge on 25041945 and extensively covered in my history of the squadron in brave company,brave bore,neutral
2485,its cold windy and rainy up in halifaxa great night for cat snuggles,great cold,neutral
2486,the ocean which runs from montreal to halifax is cancelled until march 27 tonights 7pm train from montreal is cancelled tonights canadian which departs toronto today for vancouver is also cancelled until march 27 all other trains remain at full service, ,neutral
2487,the ocean which runs from montreal to halifax is cancelled until march 27 tonights 7pm train from montreal is cancelled tonights canadian which departs toronto today for vancouver is also cancelled until march 27 all other trains remain at full service, ,neutral
2488,canadians friends weve had to postpone the voice of reason canadian tour starting with tonights show in charlottetown and for all shows in moncton halifax ottawa toronto calgary and vancouver this is hugely disappointing but unavoidable, disappointing,negative
2489,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2490,thankfully the now postponed halifax burger week is being replaced by dartmouth donair handed to you outside a pizza shop by an employee in a hazmat suit via bbq tongs after you sent an etransfer week, ,neutral
2491,me   and   are going to halifax tomorrow, ,neutral
2492,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2493,emera oval wrapping up winter season saturday  halifax today  via, ,neutral
2494,up north film amp television festival is back   this may so heres a thread of the 15 must see events in halifax   but first the trailer from the talented,talented ,positive
2495,if i go to halifax are they even going to let  me come back, ,neutral
2496,this is always our sign of spring in halifax but we can totally wait a bit longer for our  this year, ,neutral
2497,wipedowns are expected to occur at least every 24 hours  how frequently were they happening before  to read the article swipe up in my story or go to   staff will be increasing the frequency of wipedowns for high, swipe,negative
2498,i think mayors be up to something as the mayor of halifax is self isolating too, ,neutral
2499,if gatherings of more than 150 people arent allowed why are schools not closed as precautionary measurekids are not completely isolated in classes throughout the day eg during lunch cafeteria halls etc 150 kids are in the halls easily during change of classes halifax, isolated,negative
2500,and ensured regular handwashing but we can all do a little more  22  halifax optometry covid_19 coronavirus eyecare supportlocal, ,neutral
2501,nova scotia craft beer festival cancelled  halifax today  via, ,neutral
2502,hello halifax i do not wanna be here rn, ,neutral
2503,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2504,tomorrows 1st team game is still on as we visit   for our next league game 3pm ko squad below, ,neutral
2505,rainfall warning in effect for halifax  halifax today  via, warning,negative
2506,via rail cancels its overnight trains from torontovancouver and montrealhalifax as of friday march 13 2020 covid19, rail,negative
2507,my legs ache without your caresses   breakingnews halifax, ache,negative
2508,on sale at our guardian stores in bedford elmsdale hatchet lake rockingham shubenacadie spryfield stewiacke and timberlea  halifax elmsdale guardian, ,neutral
2509,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2510,missing person help us find 46yearold michael richard fougere of dartmouth last seen in dartmouth yesterday, ,neutral
2511,a bought a few things in the halifax store today this makes me even happier for doing so way to go,happier ,positive
2512,a looming public health emergency is barrelling down on nova scotia how to fight it per     with rent controls  halifaxs delusional left never disappoints, disappoints emergency delusional,negative
2513,very disappointed   my 16 year old son who will be stranded in halifax airport tonight was denied a room for the evening he has stayed at this hotel as a minor 3 times in the past a shout out to   for helpful time,helpful disappointed denied,negative
2514,i cant believe it my team halifax  their game is going ahead thought for the first time ever they would be first up  on motd, ,neutral
2515,sure to sell out fast craig cash and   come to halifax on friday 15 may to talk to good pal   about early doors one of my favourite tv comedies ever and so excited to bring this to,fast good excited ,positive
2516,this enslaving white female in halifax county nc tried to pass off the sale of an enslaved mother of three to her brother who managed the plantation to suppress her own guilt the main point was in her own words to make an example of her  theywereherproperty, suppress guilt,negative
2517,then on sat 9 may we finally get to screen twockers the bbc tv film was set in halifax and codirected by ian duncan who comes for a qampa and the oscar winning pawel pawlikowski before he got the  a very rare chance to see this,winning ,positive
2518,maritime tour postponed halifax fredericton charlottetown keep your tickets my sweet amp dedicated eastern supporters new show dates coming asap cant wait to play this bravado show for you will be worth the wait til then  safety first  keep listening bravado xo,worth dedicated sweet bravado,positive
2519,north and east halifax friday flyer 13 march  out now, ,neutral
2520,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2521,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2522,did you know that the piece hall is the home of halifax visitor centre if its your first visit to our lovely town pop in and the team will happily give you tips on what to do where to go and where to stay,lovely happily ,positive
2523,just in   is postponing its popular burger week event until june the decision is prompted by the coronavirus pandemic halifax,popular ,positive
2524,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2525,we just had the first week since november 1929 where every single day of the week saw the sampp 500 close either up or down 4, ,neutral
2526,halifax fd me about so much i ended up in the branch telling them loudly that if you were the only bank in the world id rather keep my money under the bed and closed my account, ,neutral
2527,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2528,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2529,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2530,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2531,halifax town v ebbsfleet utd will do record viewing figures tomorrow, ,neutral
2532,12 in light of the recent measures being taken to help prevent the spread of covid19 coronavirus via rails overnight trains torontovancouver and montrealhalifax have been cancelled beginning march 13 2020, ,neutral
2533,halifax has postponed burger week and im unsure how i will survive 2020 without vandals doughnut burger, unsure,negative
2534,delighted that last weeks last tango in halifax established it takes place in the same universe as happy valley,delighted happy ,positive
2535,i know im very disappointed as well im hoping we can still keep in touch even after this terms end youre an amazing ppl that i would love to be friends with,well amazing love disappointed,positive
2536,new jesse cook dates to be announced when confirmed includes halifax apr 14   moncton apr 15   charlottetown apr 16   amp fredericton apr 17, ,neutral
2537,live football tomorrow   halifax v ebbsfleet   bt sport   get in there, ,neutral
2538,also just because theres no confirmed cases in halifax to date that does not mean the virus is not in halifax a lot of people can carry the virus and be completely unaffected or just brush off symptoms as the common cold just stay home,unaffected cold symptoms virus,negative
2539,to respond to the situation around the covid19 pandemic scotia fuels is taking extra precautions to avoid the spread of the virus we will continue with oil deliveries amp service calls halifax homeheating novascotia, virus,negative
2540,samuel dube vs zachary beauregard from the halifax mooseheads at charlottetown islanders game on mar 10 2020, mar,negative
2541,thats why its so hard to find a game better than   it takes actual skill to kill people and control recoil in that game cod royale is fun but everyone in the world can laser someone on that game with an m4,fun better skill hard recoil kill,neutral
2542,great info today from   over lunch halifax smallbiz thanjs to everyone who came out,great ,positive
2543,as a precautionary measure against covid19 the first seat on many hfxtransit buses will be unavailable to riders this is to exercise safe social distancing between operators and riders we appreciate your support during this time updates,appreciate support safe unavailable,positive
2544,trying to get through to you we fly out of halifax tomorrow morning please contact us asap global advisory just announced and we wish to cancel, ,neutral
2545,he played rolling in the deep one day i was pissed i had to run to get the ferry otherwise i would have missed my bus in halifax, missed,negative
2546,hey halifax   if you have an arts event thats been cancelledpostponed because of covid19canada  drop your spotifybandcampetc below lets support those in the arts as they deal with this financial blow,support blow,neutral
2547,up north film amp television festival is back   this may so heres a thread of the 15 must see events in halifax   but first the trailer from the talented,talented ,positive
2548,ns public sector staff students must selfisolate for 14 days if they travel outside canada, ,neutral
2549,halifax at home under the floodlights baby, ,neutral
2550,scholars choice in dartmouth has a march break playcation planned for each day of march break monday  friday with five days of fun instore steam activities registration now open,fun break,negative
2551,he played rolling in the deep one day i was pissed i had to run to get the ferry otherwise i would have missed my bus in halifax, missed,negative
2552,congrats on a great year there is no doubt you would have won in halifax hats off from the top to the bottom,won top great doubt,positive
2553,watch   visits the new cobs bread in bedford where they bake fresh bread and treats daily,fresh ,positive
2554,the best hug is the one that comes with a solid ass grab  halifax  sanders,solid best hug ,positive
2555,this enslaving white female in halifax county nc tried to pass off the sale of an enslaved mother of three to her brother who managed the plantation to suppress her own guilt the main point was in her own words to make an example of her  theywereherproperty, suppress guilt,negative
2556,how big is halifaxs ground it looked empty on the highlights, ,neutral
2557,and from pei i used to watch my friend deliver her halifax lectures on tv  many decades ago, ,neutral
2558,halifax businesses arts groups scramble with unprecedented cancellations, scramble,negative
2559,nb tories survive budget vote as parties unite over coronavirus concerns  lokol halifax, concerns,negative
2560,halifax businesses arts groups scramble with unprecedented cancellations, scramble,negative
2561,i always stock up when i visit halifax, ,neutral
2562,dr rupy aujla the doctors kitchen todmorden hippodrome  theatre todmorden on sat 14 nov 2020  730pm  tickets, ,neutral
2563,samuel dube vs zachary beauregard from the halifax mooseheads at charlottetown islanders game on mar 10 2020, mar,negative
2564,event  canadian immigrant fair on april 17 2020 1000 am at canadian museum of immigration at pier 21 1055 marginal rd halifax  a free onestop event with info and inspiration on the 3 pillars of immigrant success careers education settlement,free success inspiration fair marginal,positive
2565,update as a preventative measure to minimize the possible spread of coronavirus covid19 beginning march 16 all halifax public libraries events with the exception of tax clinics are cancelled learn more about the librarys response here, ,neutral
2566,last tango in halifax on bbc iplayer, ,neutral
2567,this advice from 1918 about the spanish flu seems pretty bang on to me  dontgetscared,pretty ,positive
2568,if corona reaches halifax were done for this city is small enough as it is,enough ,positive
2569,gonna be like this for a few weeks now cannae wait to watch the halifax v ebbsfleet game on bt at the back of 5 the morn,like ,positive
2570,are you willing to do this in your neighbourhood who is vulnerable in your community now is the time to step up and care for one another   spryfield sambro halifax dartmouth ourcommunity,willing vulnerable,neutral
2571,ha amazing anyway good to hear halifax is in the clear for now lets hope it stays that way,good clear amazing ,positive
2572,cant wait to watch halifax v ebbsfleet tomoz live, ,neutral
2573,well this has been quite the day following and updating the arts communitys response to covid19 in both vancouver amp halifax a facebook live editing two articles at   and writing a piece for   and here i thought we were supposed to be retired,well ,positive
2574,schools in halifax county virginia are closed for two 2 weeks per governor northam and hcps superintendent, ,neutral
2575,halifax transit implementing measures to help reduce spread of covid19, ,neutral
2576,hey halifax is there a quarantine version of stormchips quarantp  covid19canada coronapocalypse coronavirus, ,neutral
2577,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2578,amount of irish people whove never been to a domestic game wholl mine the darkest depths of the internet for an ebbsfleet town v halifax stream tonight, ,neutral
2579,i am confused by gas pricing since nb had to add the carbon tax our price has been running  5 cents per litre higher than halifax they used the interupter clause this week as nb did today hfx is 0891 fton 1076, confused,negative
2580,this enslaving white female in halifax county nc tried to pass off the sale of an enslaved mother of three to her brother who managed the plantation to suppress her own guilt the main point was in her own words to make an example of her  theywereherproperty, suppress guilt,negative
2581,tomorrow night fc halifax town v ebbsfleet united live on bt sport at 520pm   the only televised football match in britain this weekend, ,neutral
2582,congrats on a great season kids i heard about your teams success all the way over here in halifax cbroyals,success great ,positive
2583,in halifax     amp   closed until further notice, ,neutral
2584,in halifax     amp   closed until further notice, ,neutral
2585,how is halifax doing covidwise any cases yet havent looked at the stats, ,neutral
2586,streaming   halifax this afternoon and realized i personally know 2 of the guests theyve had on the show in the past 2 hours, ,neutral
2587,early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an evening on stage pontificating about early doors and probably in the bar after itd be great to see you there to the regiment,great ,positive
2588,this enslaving white female in halifax county nc tried to pass off the sale of an enslaved mother of three to her brother who managed the plantation to suppress her own guilt the main point was in her own words to make an example of her  theywereherproperty, suppress guilt,negative
2589,hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your health returns to normal we thank everyone for helping with a community effort to reduce the risk of spreading covid19 updates,thank helping risk,positive
2590,i must admit that i am disappointed that i wont have anymore inperson classes     i really enjoyed the students i was teaching and we had engaging and thoughtful discussions time to revisit our plans for the last few classes disappointedinstructor,enjoyed engaging thoughtful disappointed,positive
2591,update as a preventative measure to minimize the possible spread of coronavirus covid19 beginning march 16 all halifax public libraries events with the exception of tax clinics are cancelled learn more about the librarys response here, ,neutral
2592,this weekend at the    all natural over 60 isopropyl alcohol handmade limited quantities get it while its hot see you in the morning      halifax shoplocal halifaxforumfarmersmarket,hot limited,neutral
2593,hfxtransit is asking residents and visitors who are feeling ill to avoid using transit services until your health returns to normal we thank everyone for helping with a community effort to reduce the risk of spreading covid19 updates,thank helping risk,positive
2594,the subplot of last tango in halifax, ,neutral
2595,news of suspension of masses in rc archdiocese of halifaxyarmouth effective monday comes in letter to priests faithful from archbishop anthony mancini in solidarity wprovincial governmentin consultation wfellow atlantic bishops,faithful solidarity effective ,positive
2596,breaking rc archbishop of halifaxyarmouth suspends all masses effective monday until further notice  churches to remain open where possible for personal prayer  directives forthcoming regarding funerals weddings amp holy week,holy effective breaking,positive
2597,update as a preventative measure to minimize the possible spread of coronavirus covid19 beginning march 16 all halifax public libraries events with the exception of tax clinics are cancelled learn more about the librarys response here, ,neutral
2598,breaking halifaxs seaport farmers market will be closed tomorrow and will remain closed indefinitely due to covid19 says the port authority, breaking,negative
2599,ooh thats interesting go to the horsfall stay until 435 then get the bus to halifax for their 520 kick off with ebbsfleet 15 for the best part of 2 full games,best interesting ,positive
2600,no doubt wed likely hear this as khovanov would have scored the first goal to get his 100th pointcause its vs halifax right  defendtheden theydontlikekhovanov justforfun   moncton wildcats goal horn 20192020 midseason update  via,right doubt,neutral
2601,canadians friends weve had to postpone the voice of reason canadian tour starting with tonights show in charlottetown and for all shows in moncton halifax ottawa toronto calgary and vancouver this is hugely disappointing but unavoidable, disappointing,negative
2602,a ton of budget airlines are going to go kaput in the next month or two im already seeing some insane deals to try and bring in some  any  cash flow  london on to cancun for 78 bucks each way hamilton to halifax for 49 each way, kaput insane,negative
2603,and being yelled at for being 2c out on cashout after doing a zero notice double shift overnight they can all honestly go to hell at the halifax shoppers, hell,negative
2604,halifax businesses arts groups scramble with unprecedented cancellations  cbc news, scramble,negative
2605,i think the cosmetics staff were mostly treated better but cashiers got shit  at least in halifax they said theyd transfer my job to to and didnt and at christmas the cosmetics staff put gift packs together for everyone of leftover untouched samples  except for me,better untouched shit,negative
2606,i spent five hours and seven pints in a halifax pub where theyve no soap or hand dryers crafting it best work ive done all week,work best ,positive
2607,the emera oval will close on saturday march 14 for the remainder of the season more info, ,neutral
2608,halifax transit implementing measures to help reduce spread of covid19, ,neutral
2609,halifax f for freddie was named fridaythe13th after a series of losses all carrying call sign f for freddie aircrew were superstitious so to kill the myth of bad luck the next replacement was named friday the 13th carried an inverted horseshoe and a grim reaper symbol,luck superstitious losses bad kill myth grim,negative
2610,early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an evening on stage pontificating about early doors and probably in the bar after itd be great to see you there to the regiment,great ,positive
2611,so this weekend only one match in britain will be on tv that is fc halifax town v ebbsfleet united on bt sport tomorrow 520pm kickoff fcht, ,neutral
2612,updated ns is suspending upcoming jury trials for the next 60 days   heres the latest on covid19 cancellations and restrictions in nova scotia, ,neutral
2613,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2614,halifax transit implementing measures to help reduce spread of covid19, ,neutral
2615,halifax woman fears worst as rcmp investigate possible widespread mortgage fraud  cbc news, fraud worst fears,negative
2616,amount of irish people whove never been to a domestic game wholl mine the darkest depths of the internet for an ebbsfleet town v halifax stream tonight, ,neutral
2617,much thanks amp appreciation goes out to our coop student eliana from   a true partner in our learning   we were lucky to have her with us amp wish her all the best next year,lucky best ,positive
2618,fri 1900 temp 23 c wind ese 27 kmh gust 37 kmh humidity 93 press 1015 kpa  falling, falling,negative
2619,dalhousie university in halifax announced friday that inperson classes for dalhousie and kings students will be suspended march 16 to 20 as a preventive measure against covid19, ,neutral
2620,halifax game it is tomorrow then, ,neutral
2621,fuck this for the next 3 weeks im supporting fc halifax,supporting fuck,neutral
2622,halifax transit implementing measures to help reduce spread of covid19, ,neutral
2623,early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an evening on stage pontificating about early doors and probably in the bar after itd be great to see you there to the regiment,great ,positive
2624,nova scotia has no confirmed cases but is coming out head by cancelling events closing public places this is how to be proactive not reactive,proactive ,positive
2625,with the lads reminiscing about what a top guy   was sorry i didnt appreciate you at the time big man pint waiting for you in halifax whenever youre about,appreciate top sorry,positive
2626,rainfall warning in effect for halifax for up to 25mm of rain by tonight ill have the latest tonight at 11pm on   yhz nsstorm, warning,negative
2627,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2628,with the lads reminiscing about what a top guy   was sorry i didnt appreciate you at the time big man pint waiting for you in halifax whenever youre about,appreciate top sorry,positive
2629,early doors with craig cash and phil mealey  square chapel halifax 15th may 2020 730pm so me and cashy are doing an evening on stage pontificating about early doors and probably in the bar after itd be great to see you there to the regiment,great ,positive
2630,theyre streaming the halifax match instead, ,neutral
2631,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2632,the maximum wind speed was 662 kmh since fri 1500 at halifax stanfield intl airport, ,neutral
2633,if you actually tested those that presented with sx that  would be significantly greater, ,neutral
2634,dear sarah  you deserve your obe you are a absolutely amazing wonderful actress who i love you in happy valley last tango in halifaxi would love to me you and your cast and get your autographs  please keep in touch and say hello to all love nicola walker too,happy wonderful amazing love ,positive
2635,i saw him play when he was in the ahl with the halifax citadels i believe it was it was at memorial stadium in stjohns nl those were great days for hockey in stjohns,great ,positive
2636,the electorate is never wrong halifax council included right,right wrong,neutral
2637,for those who need a football fix this weekend halifax v ebbsfleet is still on and live on bt sport tomorrow from 5pm, ,neutral
2638,nova scotia has no confirmed cases but is coming out head by cancelling events closing public places this is how to be proactive not reactive,proactive ,positive
2639,this is a brilliant capture going to a game is an indescribable feeling and quite often an endearingly miserable affair   halifax rugby league ground 1977 photo martin parr,brilliant miserable,neutral
2640,im gutted to officially state that i have cancelled my trip to england and will not be attending albw in halifax im truly heartbroken over this but i feel its whats best at this time much love to the fandom amp hoping to see lots of you in the near future gentlemanjack,best love ,positive
2641,avoid halifax transit if you are experiencing symptoms of covid19 you can seek medical advice by calling 811, symptoms,negative
2642,cant believe the government are listening to experts and ignoring a  tv host with a chunky caboose that knows no more about coronavirus than a roadsweeper in halifax, chunky,negative
2643,avoid halifax transit if you are experiencing symptoms of covid19 you can seek medical advice by calling 811, symptoms,negative
2644,dub halifax gt, ,neutral
2645,halifax businesses arts groups scramble with unprecedented cancellations  lokol halifax, scramble,negative
2646,how are those volumes holding up many enquiries this week, ,neutral
2647,might just become a chesterfield or a halifax fan now, ,neutral
2648,halifax f for freddie was named fridaythe13th after a series of losses all carrying call sign f for freddie aircrew were superstitious so to kill the myth of bad luck the next replacement was named friday the 13th carried an inverted horseshoe and a grim reaper symbol,luck superstitious losses bad kill myth grim,negative
2649,nova scotia has no confirmed cases but is coming out head by cancelling events closing public places this is how to be proactive not reactive,proactive ,positive
2650,avoid halifax transit if you are experiencing symptoms of covid19 you can seek medical advice by calling 811, symptoms,negative
2651,halifax businesses arts groups scramble with unprecedented cancellations, scramble,negative
2652,avoid halifax transit if you are experiencing symptoms of covid19 you can seek medical advice by calling 811, symptoms,negative
2653,its probably worth knowing that there is live football tomorrow teatime on     halifax v ebbsfleet   non league viewing figures set to tumble fuckoffcorona,worth tumble,neutral
2654,nom nom nom thecakeladyingrid   halifax nova scotia, ,neutral
2655,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2656,halifax businesses arts groups scramble with unprecedented cancellations, scramble,negative
2657,halifaxyarmouth archbishop cancels mass liturgies and large church gatherings, ,neutral
2658,all eyes on the shay then fc halifax town v ebbsfleet will be the only football game in britain to be televised this weekend, ,neutral
2659,for folks who want to take care of each other in halifax check out, ,neutral
